what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1330023903707
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330023903710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330023904385
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1330023910258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330023921495
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1330023921502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330023923939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024530429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024535403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024535419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024536027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024946049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024951254
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1330024956914
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1330024957016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024961300
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330024963903
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1330024964347
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330024964363
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1330024964936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024972264
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330024976507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024978503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330024994910
